clean_text,category,location,status,date
notebook,notebook,,found,2025-11-03 11:11:00
hp,laptop,library,lost,2025-09-09 20:33:00
airpods white,earbuds,library,lost,2025-08-12 00:26:00
bag,bag,,found,2025-08-12 10:01:00
card,id_card,,lost,2026-02-04 21:30:00
umbrella,umbrella,library,lost,2025-06-20 12:01:00
lenovo,laptop,ab1,found,2025-05-16 09:10:00
atm 12,id_card,,lost,2025-10-04 09:32:00
watch,watch,ab5,found,2026-03-03 23:08:00
phone airpods,phone,library,lost,2026-02-19 19:31:00
wallet brown,wallet,,lost,2025-03-07 14:38:00
silver notebook,notebook,,lost,2025-06-04 16:32:00
keys,keys,,lost,2026-04-23 02:11:00
hp,laptop,library,lost,2025-05-24 17:50:00
black wallet,wallet,,lost,2026-01-26 12:43:00
wallet 10,wallet,,lost,2025-03-13 13:45:00
mobile,phone,,lost,2025-12-09 20:21:00
usb,usb,library,found,2025-10-09 21:26:00
white earbuds,earbuds,,found,2025-09-19 13:30:00
wallet brown,wallet,,lost,2026-03-12 19:21:00
airpods black pro model,earbuds,library,lost,2025-09-02 01:00:00
atm,id_card,library,lost,2025-05-22 19:00:00
notebook,notebook,ground,lost,2025-05-29 16:14:00
black bag,bag,,lost,2025-03-04 12:25:00
bottle,bottle,library,lost,2025-11-11 10:32:00
charger,charger,,lost,2025-10-24 13:04:00
charger,charger,library,lost,2025-09-04 11:44:00
dell,laptop,,lost,2025-11-02 16:32:00
wallet,wallet,library,lost,2025-10-29 12:23:00
calculator,calculator,library,found,
notebook,notebook,ab2,lost,2025-05-29 23:13:00
phone grey,phone,,lost,2025-02-26 22:46:00
card,id_card,library,lost,2025-09-26 17:13:00
wallet,wallet,block 3,lost,2026-03-05 13:40:00
glasses,glasses,library,lost,2026-04-22 11:00:00
earbuds,earbuds,ab2,found,2025-05-05 10:05:00
cnic,id_card,,lost,2025-09-08 14:49:00
card,id_card,,lost,2025-11-07 18:50:00
hp,laptop,library,lost,2025-10-22 20:09:00
mobile samsung,phone,ground,lost,2025-09-20 23:16:00
mobile white,phone,,found,2025-09-01 15:19:00
dell,laptop,library,lost,2025-11-23 22:37:00
keys black,keys,,lost,2026-01-21 11:02:00
bottle,bottle,,found,2025-11-12 12:45:00
wallet black pink,wallet,,found,2025-05-23 16:16:00
shopper white,bag,,found,2026-04-07 11:46:00
atm,id_card,,lost,2025-09-01 14:53:00
glasses silver,glasses,,lost,2025-09-02 08:36:00
bag,bag,,found,2025-10-29 23:06:00
wallet,wallet,,found,2025-03-01 11:52:00
wallet,wallet,,found,2025-06-18 14:15:00
red key,keys,,lost,2025-04-18 12:16:00
wallet,wallet,,found,2026-04-15 10:13:00
bag,bag,library,unknown,2026-03-12 15:32:00
mobile blue ronin,phone,library,lost,2025-07-22 17:29:00
usb,usb,block 2,lost,2025-03-12 13:03:00
blue beg,bag,library,lost,2026-02-24 10:33:00
keys,keys,,found,2026-01-28 14:07:00
bottle,bottle,library,lost,2025-07-30 16:08:00
key silver,keys,,lost,2025-04-13 19:05:00
wallet,wallet,,lost,2026-02-13 01:08:00
silver charger,charger,,lost,2025-05-19 18:02:00
notebook,notebook,,lost,2025-07-22 17:12:00
mobile vivo,phone,block 2,lost,2025-12-23 14:38:00
wallet black,wallet,,lost,2026-01-21 17:22:00
dell,laptop,library,lost,2025-05-31 00:09:00
calculator,calculator,,lost,2025-09-15 20:44:00
id,id_card,,lost,2025-11-14 13:45:00
bag grey,bag,,lost,2025-09-29 16:17:00
wallet,wallet,library,lost,2025-05-08 15:31:00
black bag,bag,,lost,2025-04-26 00:28:00
airpods ronin airbuds,earbuds,library,lost,2025-10-06 22:28:00
black earbuds,earbuds,,lost,2025-08-24 11:36:00
navy bottle,bottle,,lost,2026-02-18 06:27:00
mobile,phone,,lost,2025-11-11 14:12:00
phone,phone,,lost,2025-04-24 21:32:00
black wallet,wallet,,lost,2025-04-24 13:03:00
watch silver,watch,library,lost,2025-05-16 09:58:00
bag 12,bag,block 2,lost,2025-11-13 17:51:00
vivo,phone,library,lost,2025-09-01 14:25:00
umbrella,umbrella,library,found,2025-06-16 19:25:00
id,id_card,,lost,2025-03-11 10:54:00
bag 15 black,bag,library,lost,2025-05-15 18:19:00
realme,phone,,lost,2025-04-10 16:41:00
mobile vivo,phone,,lost,2025-08-26 21:47:00
earbuds,earbuds,,found,2025-08-20 22:34:00
earbuds white,earbuds,ab3,unknown,2025-11-29 17:53:00
cnic,id_card,,lost,2025-09-17 13:47:00
glasses white,glasses,block 2,lost,2025-08-12 14:58:00
atm,id_card,,unknown,
airbuds,earbuds,library,lost,2025-09-11 11:15:00
notebook,notebook,,found,
earbud,earbuds,library,found,2025-10-07 09:04:00
umbrella,umbrella,,lost,2025-09-22 14:44:00
mobile,phone,block 2,lost,2026-01-28 07:34:00
earbuds white,earbuds,,lost,2025-08-04 21:12:00
notebook,notebook,,lost,2025-11-26 14:51:00
mobile,phone,block 2,lost,
calculator,calculator,,unknown,2025-12-09 15:27:00
wallet,wallet,,found,2025-10-10 19:17:00
usb,usb,ab1,found,2025-04-16 14:02:00
airbuds white,earbuds,ab2,lost,2025-05-26 14:48:00
id,id_card,,lost,2026-03-11 19:20:00
mobile infinix green,phone,block 2,lost,2025-09-23 16:54:00
atm,id_card,,lost,2025-08-18 16:19:00
watch silver,watch,,found,2025-12-12 19:12:00
phone,phone,,lost,2025-04-24 18:29:00
wallet,wallet,,lost,2025-06-05 10:01:00
atm,id_card,,lost,2025-04-15 14:17:00
umbrella,umbrella,,lost,2025-09-01 18:52:00
black calculator,calculator,,lost,2025-08-21 10:47:00
glasses,glasses,,lost,2025-12-01 09:06:00
id,id_card,ab5,found,2026-02-19 12:45:00
umbrella,umbrella,,lost,2025-11-25 02:00:00
wallet,wallet,,lost,2025-12-19 23:35:00
bottle,bottle,,lost,2026-04-07 16:47:00
mobile vivo iphone,phone,library,found,2026-02-03 14:17:00
bag,bag,,lost,2026-01-28 21:15:00
earbuds white,earbuds,,lost,2025-11-05 13:21:00
calculator,calculator,,lost,2025-12-01 17:11:00
mobile,phone,library,found,2025-05-01 12:49:00
atm,id_card,,lost,2025-08-28 10:21:00
bag,bag,,unknown,2025-03-20 12:29:00
phone 10,phone,,lost,2025-07-11 10:40:00
bag,bag,,lost,2025-11-21 09:34:00
phone green,phone,,lost,2025-08-19 16:32:00
keys,keys,,lost,2025-09-26 17:41:00
mobile,phone,ab5,found,2026-04-08 10:10:00
key 11,keys,,lost,2025-04-10 12:38:00
notebook,notebook,,found,2025-06-04 08:59:00
airbuds 11,earbuds,washroom,lost,2025-10-15 12:11:00
grey calculator,calculator,library,lost,2025-10-07 19:32:00
watch,watch,library,found,
airpods black,earbuds,,lost,2025-12-19 14:15:00
earbuds white,earbuds,library,lost,2025-10-31 17:16:00
mobile,phone,,lost,2026-04-08 17:06:00
charger,charger,library,lost,2025-09-11 23:26:00
mobile vivo,phone,,found,2026-02-03 13:23:00
lenovo,laptop,,lost,2025-04-29 10:51:00
atm,id_card,ground,lost,2026-02-14 19:25:00
headphones black,other,library,lost,2026-04-14 14:29:00
hp,laptop,block 5,lost,2025-10-25 21:59:00
id,id_card,ab2,lost,2026-04-08 13:11:00
black watch,watch,library,found,2026-01-26 19:54:00
id,id_card,library,found,2026-02-13 09:04:00
plus edition 12,other,ab2,lost,2026-02-19 14:49:00
black watch,watch,,found,2025-04-14 17:04:00
charger,charger,library,lost,2026-03-05 21:29:00
white calculator,calculator,,found,2025-09-25 13:22:00
silver bottle,bottle,,lost,2025-11-27 23:09:00
watch,watch,,found,2025-11-15 00:22:00
mobile,phone,,lost,2026-04-15 16:29:00
brown wallet,wallet,,lost,2025-06-05 15:15:00
hp,laptop,,lost,2025-11-17 18:40:00
earbuds black,earbuds,block 4,found,2026-01-31 19:34:00
bag 11 12 black,bag,library,unknown,2025-05-08 12:37:00
earbuds,earbuds,,lost,2025-04-24 15:54:00
black hp,laptop,,found,2025-12-09 21:08:00
ronin earbuds,earbuds,,lost,2026-02-02 11:48:00
red notebook,notebook,library,lost,2025-05-27 10:36:00
airpods,earbuds,ab2,found,2025-11-11 16:05:00
mobile,phone,,lost,2025-04-23 14:02:00
black watch,watch,ab3,lost,2025-12-10 10:19:00
calculator,calculator,ab2,lost,2025-05-27 18:23:00
white earbuds,earbuds,,lost,2025-05-19 12:12:00
samsung white airbuds,earbuds,,found,2025-05-13 21:06:00
charger,charger,library,lost,2025-09-18 12:28:00
headphones wireless,earbuds,,found,2025-12-10 12:54:00
lenovo,laptop,library,lost,2025-08-19 18:37:00
airpods audionic,earbuds,library,lost,2026-04-27 17:14:00
wallet,wallet,,found,2025-08-12 14:11:00
calculator,calculator,ab2,lost,2025-11-10 18:29:00
id,id_card,block 5,lost,2025-09-30 13:46:00
brown bottle,bottle,,lost,2025-09-29 11:31:00
dell,laptop,library,lost,2026-04-20 17:41:00
atm,id_card,,lost,2025-10-01 20:17:00
black mobile,phone,,found,2026-02-20 19:18:00
black keys,keys,library,found,
atm,id_card,,lost,2025-10-23 14:55:00
black card,id_card,,lost,2025-11-26 17:59:00
airbuds,earbuds,,found,2025-12-09 18:45:00
cnic,id_card,,found,2025-09-22 17:51:00
atm,id_card,,lost,2026-04-23 11:12:00
mobile,phone,,lost,2026-02-18 10:47:00
wallet,wallet,library,lost,2025-11-10 16:58:00
brown wallet,wallet,block 5,unknown,2025-12-11 16:59:00
watch,watch,ab2,lost,2025-09-11 15:21:00
pink wallet,wallet,,found,2025-04-14 12:57:00
airpods purple,earbuds,ab3,lost,2025-12-17 15:56:00
glasses white,glasses,,lost,2026-01-22 16:15:00
glasses,glasses,,lost,2026-02-11 14:17:00
bottle,bottle,,found,2025-11-01 23:59:00
pink charger,charger,,lost,2025-04-16 11:13:00
phone,phone,,lost,2025-08-27 18:45:00
brown wallet,wallet,block 2,lost,2025-12-09 16:25:00
oppo earbuds white,earbuds,library,lost,2025-10-01 17:38:00
umbrella,umbrella,library,found,
glasses light blue,glasses,,lost,2025-04-15 14:10:00
dell,laptop,,found,2025-05-24 03:36:00
bottle,bottle,ab2,unknown,2026-04-08 02:22:00
notebook,notebook,,found,2026-02-10 19:14:00
black umbrella,umbrella,library,lost,2025-06-03 18:02:00
black notebook,notebook,,lost,2025-05-30 13:07:00
hp,laptop,,lost,2024-12-13 12:05:00
wallet pink,wallet,library,lost,2024-11-19 15:01:00
charger,charger,ab3,found,2024-11-01 00:30:00
bottle,bottle,library,lost,2024-12-02 16:36:00
bottle,bottle,library,lost,2025-08-06 11:08:00
dell,laptop,block 5,lost,2025-02-28 15:26:00
lenovo,laptop,,lost,2025-11-15 14:58:00
wallet,wallet,ab2,found,2024-11-20 21:55:00
oppo red,phone,ab3,unknown,2025-08-15 09:56:00
id,id_card,,lost,2026-02-11 12:39:00
wallet black pink,wallet,,lost,2025-05-23 17:48:00
id,id_card,ab3,lost,2025-12-12 10:03:00
hp,laptop,ab3,lost,2025-11-01 13:01:00
wallet brown,wallet,,lost,2024-12-04 16:56:00
bag 15 gray,bag,,lost,2025-12-12 16:44:00
silver watch,watch,,lost,2025-05-31 00:54:00
silver watch,watch,ground,lost,2025-09-27 18:57:00
umbrella,umbrella,hall,lost,2026-03-05 17:03:00
card,id_card,,lost,2024-10-14 19:31:00
glasses,glasses,ab3,lost,2024-11-08 01:52:00
id,id_card,,lost,2026-04-27 10:43:00
watch silver,watch,ground,lost,2025-10-02 20:09:00
card,id_card,,unknown,
wallet,wallet,block 2,lost,2026-03-07 00:36:00
black bottle,bottle,,found,2025-08-18 11:53:00
mobile,phone,ab5,unknown,2025-09-25 17:56:00
lenovo thinkpad,laptop,library,lost,2025-10-11 18:45:00
airbuds model audionic,earbuds,library,lost,2025-10-01 12:45:00
keychain,keys,,lost,2026-01-13 16:35:00
card,id_card,,lost,2025-10-14 17:45:00
lenovo,laptop,library,lost,2025-04-24 15:24:00
airpods white black,earbuds,library,lost,2026-04-08 13:25:00
white umbrella,umbrella,ab5,lost,2026-02-10 22:44:00
atm,id_card,block 5,lost,2026-03-14 15:32:00
earbuds white,earbuds,,lost,2026-02-20 17:11:00
umbrella,umbrella,,lost,2025-01-22 17:22:00
blue charger,charger,,lost,2025-10-16 10:54:00
light charger,charger,,lost,2025-05-26 12:45:00
mobile white,phone,block 3,lost,2025-12-15 13:36:00
watch white,watch,washroom,lost,2025-06-06 21:06:00
vivo,phone,ab2,unknown,2025-08-02 14:36:00
watch,watch,washroom,found,2026-03-02 15:48:00
dell,laptop,,lost,2025-11-13 16:52:00
watch,watch,,lost,2025-02-13 20:09:00
umbrella,umbrella,,unknown,
dell,laptop,,lost,
id,id_card,,lost,2025-10-31 16:41:00
card,id_card,,found,2025-04-18 13:17:00
glasses,glasses,block 2,lost,2025-12-18 16:34:00
realme,phone,ab1,lost,2025-04-30 14:23:00
atm,id_card,ab3,lost,2025-05-22 16:56:00
wallet,wallet,,lost,2026-02-12 22:56:00
earbuds,earbuds,,lost,2025-09-20 14:40:00
charger,charger,library,unknown,2025-09-17 16:31:00
id,id_card,,lost,2024-10-21 12:23:00
glasses,glasses,ab2,found,2025-10-06 16:56:00
keys,keys,,lost,2025-10-03 17:43:00
keys,keys,,found,2025-08-27 00:14:00
ronin earbuds,earbuds,,found,2026-03-09 17:44:00
usb,usb,,lost,2025-11-13 19:21:00
atm,id_card,,found,2025-08-28 09:44:00
bag,bag,library,lost,2025-05-14 20:28:00
brown atm,id_card,,found,2025-11-25 13:36:00
card,id_card,,lost,2024-11-07 13:31:00
notebook,notebook,,found,2026-02-09 23:30:00
lenovo,laptop,,lost,2025-08-30 09:42:00
golden watch,watch,block 2,lost,2026-03-02 16:32:00
id,id_card,library,lost,2025-05-21 09:27:00
brown watch white silver,watch,,lost,2025-08-18 16:43:00
usb gb,usb,,lost,2025-05-19 09:49:00
white calculator,calculator,,lost,2025-05-24 11:45:00
wallet brown,wallet,library,lost,2025-10-30 20:03:00
cnic,id_card,,lost,2025-01-31 19:21:00
airpods,earbuds,library,lost,2025-05-24 15:36:00
id,id_card,,lost,2025-02-11 14:12:00
dell,laptop,,lost,2025-12-12 22:59:00
mobile,phone,,found,2025-09-04 15:02:00
mobile pro,phone,,lost,2026-03-05 11:59:00
earbuds,earbuds,ab2,lost,2025-09-10 22:20:00
golden watch,watch,washroom,lost,2025-04-17 10:05:00
key,keys,,found,2025-02-26 22:37:00
airpods pro,earbuds,,lost,2025-04-17 18:04:00
earbuds,earbuds,ab2,found,2026-02-19 05:48:00
airpods pro,earbuds,library,lost,2025-10-02 00:39:00
bottle,bottle,block 2,lost,2025-07-11 16:50:00
vivo,phone,,lost,2025-05-02 18:21:00
mobile,phone,,lost,2024-12-11 16:40:00
drive 10,usb,library,lost,2025-02-17 19:55:00
black charger,charger,,lost,2026-04-07 22:35:00
cnic,id_card,,found,
id,id_card,,lost,2026-01-22 09:44:00
mobile,phone,block 1,lost,2025-09-09 21:45:00
card,id_card,,lost,2025-02-28 11:20:00
calculator,calculator,ab3,found,2025-07-16 09:40:00
wallet,wallet,,lost,2025-02-13 12:09:00
id,id_card,,lost,2025-10-10 15:38:00
bag 12,bag,,lost,2026-04-27 17:29:00
watch,watch,,lost,2025-06-05 21:15:00
black bottle,bottle,library,found,2025-05-24 18:19:00
lenovo,laptop,ab1,lost,2025-05-16 12:47:00
notebook,notebook,,lost,2025-12-04 20:20:00
white bottle,bottle,,lost,2024-10-24 14:50:00
dell,laptop,library,lost,2025-09-22 14:54:00
brown bottle,bottle,,lost,2025-06-05 15:15:00
black bottle,bottle,library,lost,2025-05-28 13:15:00
black notebook,notebook,,lost,2025-01-22 06:36:00
usb,usb,ab1,found,2024-12-10 12:23:00
calculator,calculator,ab2,lost,2026-01-30 21:40:00
black bottle,bottle,,lost,2025-11-03 12:58:00
blue bottle,bottle,,lost,2025-09-16 20:19:00
id,id_card,,lost,2025-10-01 18:43:00
calculator,calculator,library,unknown,2025-04-23 13:05:00
calculator,calculator,,lost,2026-04-23 20:49:00
silver calculator,calculator,library,lost,2025-10-15 14:04:00
atm 10,id_card,,lost,2024-09-11 10:30:00
black earbuds,earbuds,,lost,2025-04-08 08:32:00
airpods white blue,earbuds,washroom,lost,2025-07-21 15:01:00
keys,keys,ground,lost,2025-10-12 21:59:00
wallet,wallet,,lost,2024-09-11 17:38:00
calculator,calculator,ab1,lost,2025-09-16 09:08:00
atm,id_card,,lost,2025-12-20 19:14:00
bottle,bottle,library,lost,2025-06-05 08:59:00
wallet,wallet,ab2,found,2024-09-10 13:31:00
watch,watch,ground,found,2025-02-26 22:16:00
pink wallet,wallet,ground,found,2025-05-19 13:49:00
bottle,bottle,,lost,2025-10-24 18:09:00
id,id_card,,lost,2024-11-13 11:53:00
atm 12,id_card,,lost,2024-09-18 18:40:00
phone,phone,ab2,lost,2025-10-01 22:02:00
calculator,calculator,,found,2026-04-21 07:59:00
watch,watch,,found,2026-04-20 19:03:00
id,id_card,,lost,2024-11-29 16:17:00
wireless black,earbuds,,lost,2025-10-29 08:52:00
notebook,notebook,ab2,lost,2025-05-19 13:34:00
green card,id_card,library,lost,2026-02-11 15:47:00
airpods,earbuds,library,lost,2024-09-05 19:49:00
earbuds,earbuds,block 4,unknown,
watch,watch,parking,found,2026-03-04 15:09:00
iphone,phone,block 5,found,2026-02-19 13:06:00
mobile black green,phone,library,lost,2025-06-02 21:15:00
hp,laptop,,lost,2025-07-09 12:13:00
notebook,notebook,,lost,2025-10-02 09:52:00
wallet,wallet,block 2,lost,2024-09-18 13:31:00
