clean_text,category,location,status,date
hp,laptop,library,lost,24/05/2025 17:50
black wallet,wallet,garden,lost,26/01/2026 12:43
wallet 10,wallet,mosque,lost,13/03/2025 13:45
mobile,phone,library,lost,09/12/2025 20:21
usb,usb,library,found,09/10/2025 21:26
white earbuds,earbuds,library,found,19/09/2025 13:30
wallet brown,wallet,ab5,lost,12/03/2026 19:21
airpods black pro model,earbuds,library,lost,02/09/2025 1:00
atm,id_card,library,lost,22/05/2025 19:00
notebook,notebook,ground,lost,29/05/2025 16:14
black bag,bag,cc,lost,04/03/2025 12:25
bottle,bottle,library,lost,11/11/2025 10:32
charger,charger,library,lost,24/10/2025 13:04
charger,charger,library,lost,04/09/2025 11:44
dell,laptop,library,lost,02/11/2025 16:32
wallet,wallet,library,lost,29/10/2025 12:23
calculator,calculator,library,found,30/10/2025 12:23
notebook,notebook,ab2,lost,29/05/2025 23:13
phone grey,phone,cc,lost,26/02/2025 22:46
card,id_card,library,lost,26/09/2025 17:13
wallet,wallet,block 3,lost,05/03/2026 13:40
glasses,glasses,library,lost,22/04/2026 11:00
earbuds,earbuds,ab2,found,05/05/2025 10:05
cnic,id_card,garden,lost,08/09/2025 14:49
card,id_card,ab2,lost,07/11/2025 18:50
hp,laptop,library,lost,22/10/2025 20:09
mobile samsung,phone,ground,lost,20/09/2025 23:16
mobile white,phone,library,found,01/09/2025 15:19
dell,laptop,library,lost,23/11/2025 22:37
keys black,keys,ab4,lost,21/01/2026 11:02
bottle,bottle,ab5,found,12/11/2025 12:45
wallet black pink,wallet,ab2,found,23/05/2025 16:16
shopper white,bag,library,found,07/04/2026 11:46
atm,id_card,parking,lost,01/09/2025 14:53
glasses silver,glasses,parking,lost,02/09/2025 8:36
bag,bag,ab4,found,29/10/2025 23:06
wallet,wallet,library,found,01/03/2025 11:52
wallet,wallet,library,found,18/06/2025 14:15
red key,keys,garden,lost,18/04/2025 12:16
wallet,wallet,parking,found,15/04/2026 10:13
bag,bag,library,found,12/03/2026 15:32
mobile blue ronin,phone,library,lost,22/07/2025 17:29
usb,usb,block 2,lost,12/03/2025 13:03
blue beg,bag,library,lost,24/02/2026 10:33
keys,keys,mosque,found,28/01/2026 14:07
bottle,bottle,library,lost,30/07/2025 16:08
key silver,keys,cc,lost,13/04/2025 19:05
wallet,wallet,library,lost,13/02/2026 1:08
silver charger,charger,garden,lost,19/05/2025 18:02
notebook,notebook,ab2,lost,22/07/2025 17:12
mobile vivo,phone,block 2,lost,23/12/2025 14:38
wallet black,wallet,ab2,lost,21/01/2026 17:22
dell,laptop,library,lost,31/05/2025 0:09
calculator,calculator,mosque,lost,15/09/2025 20:44
id,id_card,garden,lost,14/11/2025 13:45
bag grey,bag,garden,lost,29/09/2025 16:17
wallet,wallet,library,lost,08/05/2025 15:31
black bag,bag,ab2,lost,26/04/2025 0:28
airpods ronin airbuds,earbuds,library,lost,06/10/2025 22:28
black earbuds,earbuds,library,lost,24/08/2025 11:36
navy bottle,bottle,love garden,lost,18/02/2026 6:27
mobile,phone,love garden,lost,11/11/2025 14:12
phone,phone,cc,lost,24/04/2025 21:32
black wallet,wallet,library,lost,24/04/2025 13:03
watch silver,watch,library,lost,16/05/2025 9:58
bag 12,bag,block 2,lost,13/11/2025 17:51
vivo,phone,library,lost,01/09/2025 14:25
umbrella,umbrella,library,found,16/06/2025 19:25
id,id_card,library,lost,11/03/2025 10:54
bag 15 black,bag,library,lost,15/05/2025 18:19
realme,phone,library,lost,10/04/2025 16:41
mobile vivo,phone,library,lost,26/08/2025 21:47
earbuds,earbuds,ab4,found,20/08/2025 22:34
earbuds white,earbuds,ab3,found,29/11/2025 17:53
cnic,id_card,ab3,lost,17/09/2025 13:47
glasses white,glasses,block 2,lost,12/08/2025 14:58
atm,id_card,parking,found,13/08/2025 14:58
airbuds,earbuds,library,lost,14/08/2025 14:58
notebook,notebook,library,found,15/08/2025 14:58
earbud,earbuds,library,found,07/10/2025 9:04
umbrella,umbrella,library,lost,22/09/2025 14:44
mobile,phone,block 2,lost,28/01/2026 7:34
earbuds white,earbuds,ab2,lost,04/08/2025 21:12
notebook,notebook,library,lost,26/11/2025 14:51
mobile,phone,block 2,lost,27/11/2025 14:51
calculator,calculator,cc,found,09/12/2025 15:27
wallet,wallet,canteen,found,10/10/2025 19:17
usb,usb,ab1,found,16/04/2025 14:02
airbuds white,earbuds,ab2,lost,26/05/2025 14:48
id,id_card,library,lost,11/03/2026 19:20
mobile infinix green,phone,block 2,lost,23/09/2025 16:54
atm,id_card,mosque,lost,18/08/2025 16:19
watch silver,watch,hostel,found,12/12/2025 19:12
phone,phone,parking,lost,24/04/2025 18:29
wallet,wallet,canteen,lost,05/06/2025 10:01
atm,id_card,ab3,lost,15/04/2025 14:17
umbrella,umbrella,mosque,lost,01/09/2025 18:52
black calculator,calculator,parking,lost,21/08/2025 10:47
glasses,glasses,parking,lost,01/12/2025 9:06
id,id_card,ab5,found,19/02/2026 12:45
umbrella,umbrella,library,lost,25/11/2025 2:00
wallet,wallet,ab3,lost,19/12/2025 23:35
bottle,bottle,library,lost,07/04/2026 16:47
mobile vivo iphone,phone,library,found,03/02/2026 14:17
bag,bag,canteen,lost,28/01/2026 21:15
earbuds white,earbuds,library,lost,05/11/2025 13:21
calculator,calculator,mosque,lost,01/12/2025 17:11
mobile,phone,library,found,01/05/2025 12:49
atm,id_card,cc,lost,28/08/2025 10:21
bag,bag,cc,found,20/03/2025 12:29
phone 10,phone,ab3,lost,11/07/2025 10:40
bag,bag,parking,lost,21/11/2025 9:34
phone green,phone,ab2,lost,19/08/2025 16:32
keys,keys,garden,lost,26/09/2025 17:41
mobile,phone,ab5,found,08/04/2026 10:10
key 11,keys,canteen,lost,10/04/2025 12:38
notebook,notebook,mosque,found,04/06/2025 8:59
airbuds 11,earbuds,washroom,lost,15/10/2025 12:11
grey calculator,calculator,library,lost,07/10/2025 19:32
watch,watch,library,found,08/10/2025 19:32
airpods black,earbuds,garden,lost,19/12/2025 14:15
earbuds white,earbuds,library,lost,31/10/2025 17:16
mobile,phone,library,lost,08/04/2026 17:06
charger,charger,library,lost,11/09/2025 23:26
mobile vivo,phone,parking,found,03/02/2026 13:23
lenovo,laptop,ab5,lost,29/04/2025 10:51
atm,id_card,ground,lost,14/02/2026 19:25
headphones black,other,library,lost,14/04/2026 14:29
hp,laptop,block 5,lost,25/10/2025 21:59
id,id_card,ab2,lost,08/04/2026 13:11
black watch,watch,library,found,26/01/2026 19:54
id,id_card,library,found,13/02/2026 9:04
plus edition 12,other,ab2,lost,19/02/2026 14:49
black watch,watch,canteen,found,14/04/2025 17:04
charger,charger,library,lost,05/03/2026 21:29
white calculator,calculator,garden,found,25/09/2025 13:22
silver bottle,bottle,library,lost,27/11/2025 23:09
watch,watch,hostel,found,15/11/2025 0:22
mobile,phone,garden,lost,15/04/2026 16:29
brown wallet,wallet,ab1,lost,05/06/2025 15:15
hp,laptop,library,lost,17/11/2025 18:40
earbuds black,earbuds,block 4,found,31/01/2026 19:34
bag 11 12 black,bag,library,found,08/05/2025 12:37
earbuds,earbuds,mosque,lost,24/04/2025 15:54
black hp,laptop,library,found,09/12/2025 21:08
ronin earbuds,earbuds,ab2,lost,02/02/2026 11:48
red notebook,notebook,library,lost,27/05/2025 10:36
airpods,earbuds,ab2,found,11/11/2025 16:05
mobile,phone,parking,lost,23/04/2025 14:02
black watch,watch,ab3,lost,10/12/2025 10:19
calculator,calculator,ab2,lost,27/05/2025 18:23
white earbuds,earbuds,garden,lost,19/05/2025 12:12
samsung white airbuds,earbuds,ab5,found,13/05/2025 21:06
charger,charger,library,lost,18/09/2025 12:28
headphones wireless,earbuds,garden,found,10/12/2025 12:54
lenovo,laptop,library,lost,19/08/2025 18:37
airpods audionic,earbuds,library,lost,27/04/2026 17:14
wallet,wallet,mosque,found,12/08/2025 14:11
calculator,calculator,ab2,lost,10/11/2025 18:29
id,id_card,block 5,lost,30/09/2025 13:46
brown bottle,bottle,garden,lost,29/09/2025 11:31
dell,laptop,library,lost,20/04/2026 17:41
atm,id_card,library,lost,01/10/2025 20:17
black mobile,phone,parking,found,20/02/2026 19:18
black keys,keys,library,found,21/02/2026 19:18
atm,id_card,library,lost,23/10/2025 14:55
black card,id_card,hostel,lost,26/11/2025 17:59
airbuds,earbuds,cc,found,09/12/2025 18:45
cnic,id_card,library,found,22/09/2025 17:51
atm,id_card,cc,lost,23/04/2026 11:12
mobile,phone,cc,lost,18/02/2026 10:47
wallet,wallet,library,lost,10/11/2025 16:58
brown wallet,wallet,block 5,found,11/12/2025 16:59
watch,watch,ab2,lost,11/09/2025 15:21
pink wallet,wallet,mosque,found,14/04/2025 12:57
airpods purple,earbuds,ab3,lost,17/12/2025 15:56
glasses white,glasses,mosque,lost,22/01/2026 16:15
glasses,glasses,mosque,lost,11/02/2026 14:17
bottle,bottle,mosque,found,01/11/2025 23:59
pink charger,charger,ab3,lost,16/04/2025 11:13
phone,phone,canteen,lost,27/08/2025 18:45
brown wallet,wallet,block 2,lost,09/12/2025 16:25
oppo earbuds white,earbuds,library,lost,01/10/2025 17:38
umbrella,umbrella,library,found,02/10/2025 17:38
glasses light blue,glasses,canteen,lost,15/04/2025 14:10
dell,laptop,hostel,found,24/05/2025 3:36
bottle,bottle,ab2,found,08/04/2026 2:22
notebook,notebook,mosque,found,10/02/2026 19:14
black umbrella,umbrella,library,lost,03/06/2025 18:02
black notebook,notebook,canteen,lost,30/05/2025 13:07
hp,laptop,garden,lost,13/12/2024 12:05
wallet pink,wallet,library,lost,19/11/2024 15:01
charger,charger,ab3,found,01/11/2024 0:30
bottle,bottle,library,lost,02/12/2024 16:36
bottle,bottle,library,lost,06/08/2025 11:08
dell,laptop,block 5,lost,28/02/2025 15:26
lenovo,laptop,garden,lost,15/11/2025 14:58
wallet,wallet,ab2,found,20/11/2024 21:55
oppo red,phone,ab3,lost,15/08/2025 9:56
id,id_card,ab2,lost,11/02/2026 12:39
wallet black pink,wallet,parking,lost,23/05/2025 17:48
id,id_card,ab3,lost,12/12/2025 10:03
hp,laptop,ab3,lost,01/11/2025 13:01
wallet brown,wallet,library,lost,04/12/2024 16:56
bag 15 gray,bag,parking,lost,12/12/2025 16:44
silver watch,watch,hostel,lost,31/05/2025 0:54
silver watch,watch,ground,lost,27/09/2025 18:57
umbrella,umbrella,hall,lost,05/03/2026 17:03
card,id_card,ab2,lost,14/10/2024 19:31
glasses,glasses,ab3,lost,08/11/2024 1:52
id,id_card,parking,lost,27/04/2026 10:43
watch silver,watch,ground,lost,02/10/2025 20:09
card,id_card,library,lost,03/10/2025 20:09
wallet,wallet,block 2,lost,07/03/2026 0:36
black bottle,bottle,parking,found,18/08/2025 11:53
mobile,phone,ab5,lost,25/09/2025 17:56
lenovo thinkpad,laptop,library,lost,11/10/2025 18:45
airbuds model audionic,earbuds,library,lost,01/10/2025 12:45
keychain,keys,ab5,lost,13/01/2026 16:35
card,id_card,love garden,lost,14/10/2025 17:45
lenovo,laptop,library,lost,24/04/2025 15:24
airpods white black,earbuds,library,lost,08/04/2026 13:25
white umbrella,umbrella,ab5,lost,10/02/2026 22:44
atm,id_card,block 5,lost,14/03/2026 15:32
earbuds white,earbuds,hostel,lost,20/02/2026 17:11
umbrella,umbrella,library,lost,22/01/2025 17:22
blue charger,charger,library,lost,16/10/2025 10:54
light charger,charger,canteen,lost,26/05/2025 12:45
mobile white,phone,block 3,lost,15/12/2025 13:36
watch white,watch,washroom,lost,06/06/2025 21:06
vivo,phone,ab2,lost,02/08/2025 14:36
watch,watch,washroom,found,02/03/2026 15:48
dell,laptop,ab4,lost,13/11/2025 16:52
watch,watch,ab5,lost,13/02/2025 20:09
umbrella,umbrella,library,lost,14/02/2025 20:09
dell,laptop,ab4,lost,15/02/2025 20:09
id,id_card,hostel,lost,31/10/2025 16:41
card,id_card,cc,found,18/04/2025 13:17
glasses,glasses,block 2,lost,18/12/2025 16:34
realme,phone,ab1,lost,30/04/2025 14:23
atm,id_card,ab3,lost,22/05/2025 16:56
wallet,wallet,garden,lost,12/02/2026 22:56
earbuds,earbuds,ab4,lost,20/09/2025 14:40
charger,charger,library,lost,17/09/2025 16:31
id,id_card,mosque,lost,21/10/2024 12:23
glasses,glasses,ab2,found,06/10/2025 16:56
keys,keys,parking,lost,03/10/2025 17:43
keys,keys,canteen,found,27/08/2025 0:14
ronin earbuds,earbuds,ab1,found,09/03/2026 17:44
usb,usb,love garden,lost,13/11/2025 19:21
atm,id_card,ab3,found,28/08/2025 9:44
bag,bag,library,lost,14/05/2025 20:28
brown atm,id_card,library,found,25/11/2025 13:36
card,id_card,library,lost,07/11/2024 13:31
notebook,notebook,canteen,found,09/02/2026 23:30
lenovo,laptop,love garden,lost,30/08/2025 9:42
golden watch,watch,block 2,lost,02/03/2026 16:32
id,id_card,library,lost,21/05/2025 9:27
brown watch white silver,watch,garden,lost,18/08/2025 16:43
usb gb,usb,garden,lost,19/05/2025 9:49
white calculator,calculator,canteen,lost,24/05/2025 11:45
wallet brown,wallet,library,lost,30/10/2025 20:03
cnic,id_card,garden,lost,31/01/2025 19:21
airpods,earbuds,library,lost,24/05/2025 15:36
id,id_card,ab1,lost,11/02/2025 14:12
dell,laptop,library,lost,12/12/2025 22:59
mobile,phone,parking,found,04/09/2025 15:02
mobile pro,phone,ab3,lost,05/03/2026 11:59
earbuds,earbuds,ab2,lost,10/09/2025 22:20
golden watch,watch,washroom,lost,17/04/2025 10:05
key,keys,ab4,found,26/02/2025 22:37
airpods pro,earbuds,ab5,lost,17/04/2025 18:04
earbuds,earbuds,ab2,found,19/02/2026 5:48
airpods pro,earbuds,library,lost,02/10/2025 0:39
bottle,bottle,block 2,lost,11/07/2025 16:50
vivo,phone,library,lost,02/05/2025 18:21
mobile,phone,mosque,lost,11/12/2024 16:40
drive 10,usb,library,lost,17/02/2025 19:55
black charger,charger,mosque,lost,07/04/2026 22:35
cnic,id_card,ab5,found,08/04/2026 22:35
id,id_card,canteen,lost,09/04/2026 22:35
mobile,phone,block 1,lost,09/09/2025 21:45
card,id_card,parking,lost,28/02/2025 11:20
calculator,calculator,ab3,found,16/07/2025 9:40
wallet,wallet,ab3,lost,13/02/2025 12:09
id,id_card,ab2,lost,10/10/2025 15:38
bag 12,bag,garden,lost,27/04/2026 17:29
watch,watch,parking,lost,05/06/2025 21:15
black bottle,bottle,library,found,24/05/2025 18:19
lenovo,laptop,ab1,lost,16/05/2025 12:47
notebook,notebook,cc,lost,04/12/2025 20:20
white bottle,bottle,ab1,lost,24/10/2024 14:50
dell,laptop,library,lost,22/09/2025 14:54
brown bottle,bottle,ab4,lost,05/06/2025 15:15
black bottle,bottle,library,lost,28/05/2025 13:15
black notebook,notebook,mosque,lost,22/01/2025 6:36
usb,usb,ab1,found,10/12/2024 12:23
calculator,calculator,ab2,lost,30/01/2026 21:40
black bottle,bottle,parking,lost,03/11/2025 12:58
blue bottle,bottle,parking,lost,16/09/2025 20:19
id,id_card,parking,lost,01/10/2025 18:43
calculator,calculator,library,lost,23/04/2025 13:05
calculator,calculator,ab2,lost,23/04/2026 20:49
silver calculator,calculator,library,lost,15/10/2025 14:04
atm 10,id_card,parking,lost,11/09/2024 10:30
black earbuds,earbuds,hostel,lost,08/04/2025 8:32
airpods white blue,earbuds,washroom,lost,21/07/2025 15:01
keys,keys,ground,lost,12/10/2025 21:59
wallet,wallet,love garden,lost,11/09/2024 17:38
calculator,calculator,ab1,lost,16/09/2025 9:08
atm,id_card,library,lost,20/12/2025 19:14
bottle,bottle,library,lost,05/06/2025 8:59
wallet,wallet,ab2,found,10/09/2024 13:31
watch,watch,ground,found,26/02/2025 22:16
pink wallet,wallet,ground,found,19/05/2025 13:49
bottle,bottle,ab1,lost,24/10/2025 18:09
id,id_card,canteen,lost,13/11/2024 11:53
atm 12,id_card,ab4,lost,18/09/2024 18:40
phone,phone,ab2,lost,01/10/2025 22:02
calculator,calculator,love garden,found,21/04/2026 7:59
watch,watch,library,found,20/04/2026 19:03
id,id_card,ab1,lost,29/11/2024 16:17
wireless black,earbuds,ab1,lost,29/10/2025 8:52
notebook,notebook,ab2,lost,19/05/2025 13:34
green card,id_card,library,lost,11/02/2026 15:47
airpods,earbuds,library,lost,05/09/2024 19:49
earbuds,earbuds,block 4,lost,06/09/2024 19:49
watch,watch,parking,found,04/03/2026 15:09
iphone,phone,block 5,found,19/02/2026 13:06
mobile black green,phone,library,lost,02/06/2025 21:15
hp,laptop,ab1,lost,09/07/2025 12:13
notebook,notebook,library,lost,02/10/2025 9:52
wallet,wallet,block 2,lost,18/09/2024 13:31
